APC	163	0.8588957055214724
TTN	220	0.1318181818181818
TP53	76	0.32894736842105265
SYNE1	82	0.0975609756097561
MUC16	75	0.04
LRP1B	59	0.1694915254237288
FAT4	57	0.07017543859649122
KRAS	59	0
DNAH5	50	0.12
RYR2	49	0.08163265306122448
LRP2	41	0.0975609756097561
HYDIN	41	0.07317073170731707
USH2A	41	0.04878048780487805
DMD	36	0.16666666666666666
NEB	38	0.07894736842105263
HMCN1	36	0.1388888888888889
DST	34	0.17647058823529413
FBXW7	33	0.21212121212121213
MDN1	35	0.14285714285714285
CSMD1	35	0.11428571428571428
PKHD1	32	0.15625
FAT2	36	0.027777777777777776
ATM	28	0.2857142857142857
DNAH2	33	0.09090909090909091
FLG	35	0.02857142857142857
ANK2	33	0.09090909090909091
RYR3	32	0.09375
COL6A3	32	0.0625
SACS	29	0.1724137931034483
DYNC2H1	25	0.36
APOB	31	0.06451612903225806
FAM123B	19	0.7368421052631579
PIK3CA	33	0
DNAH9	27	0.2222222222222222
CSMD3	29	0.13793103448275862
DCHS2	30	0.06666666666666667
MACF1	30	0.06666666666666667
DNAH11	23	0.34782608695652173
ZC3H13	19	0.5789473684210527
FAT3	26	0.11538461538461539
ZFHX4	27	0.07407407407407407
XIRP2	25	0.16
DNAH10	26	0.07692307692307693
COL12A1	26	0.07692307692307693
ABCA13	24	0.16666666666666666
SDK1	27	0.037037037037037035
WDFY3	24	0.16666666666666666
PCLO	26	0.038461538461538464
DOCK2	24	0.125
LAMA2	22	0.22727272727272727
ANK3	24	0.125
GPR98	25	0.08
ZDBF2	22	0.18181818181818182
AKAP9	20	0.3
SMAD4	22	0.18181818181818182
VCAN	24	0.08333333333333333
ASPM	23	0.13043478260869565
PCDH15	23	0.13043478260869565
AHNAK2	23	0.08695652173913043
DNAH3	20	0.25
DNAH8	23	0.08695652173913043
PCDH11X	20	0.25
ODZ3	21	0.19047619047619047
CREBBP	21	0.19047619047619047
MYH11	22	0.13636363636363635
DLC1	24	0
RELN	24	0
RIMS1	18	0.3333333333333333
FBN1	22	0.09090909090909091
CUBN	23	0.043478260869565216
BIRC6	20	0.2
PLXNA4	23	0.043478260869565216
MAP2	21	0.14285714285714285
ARID1A	17	0.4117647058823529
GOLGB1	17	0.4117647058823529
NRXN1	21	0.09523809523809523
KALRN	21	0.09523809523809523
LAMA1	22	0.045454545454545456
ODZ1	20	0.15
CDH10	20	0.15
NCKAP5	20	0.15
LRRIQ1	20	0.15
TNR	19	0.15789473684210525
OBSCN	18	0.2222222222222222
FREM2	21	0.047619047619047616
UNC13C	18	0.2222222222222222
ABCA12	22	0
LIFR	19	0.15789473684210525
KIAA1409	21	0.047619047619047616
AHNAK	19	0.15789473684210525
MAP1B	20	0.1
CSMD2	22	0
KIAA1109	20	0.1
COL22A1	19	0.15789473684210525
BRAF	21	0
MYCBP2	17	0.23529411764705882
ZNF292	16	0.3125
NBEA	17	0.23529411764705882
RIMS2	15	0.4
